time_s,q_ref_1,q_ref_2,q_ref_3,q_ref_4,q_ref_5,q_ref_6,q_1,q_2,q_3,q_4,q_5,q_6,dq_ref_1,dq_ref_2,dq_ref_3,dq_ref_4,dq_ref_5,dq_ref_6,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tcp_ref_x,tcp_ref_y,tcp_ref_z,tcp_x,tcp_y,tcp_z
1.923,-0.467316944,0.29385884,-1.618090759,-0.985298545,0.571059483,0.903351219,-0.4673174307841245,0.29377380538018216,-1.6180704263980163,-0.9853049177996541,0.5710612127484056,0.9033510151596599,0.059671482,-0.036176499,-0.076788488,0.121016787,-0.024423553,-0.120110302,0.05967274032060296,-0.03620658847615919,-0.07677933061075996,0.12101720862711135,-0.02442528302145845,-0.12010235856588684,2.351200039163448e-05,0.009105251504968603,-0.0017731263865319313,0.00012661273885924973,-1.6432473326987232e-05,-2.3953708564450372e-08,0.6019304104988848,-0.16732408471778695,0.5058116965574184,0.601919871908467,-0.16731954890309492,0.5058722945354714
1.924,-0.467257271,0.293822668,-1.618167545,-0.985177519,0.571035063,0.903231101,-0.46725775528725544,0.29373760785900177,-1.6181471994340066,-0.9851838822568236,0.5710367953412768,0.9032308966433463,0.059674254,-0.036167434,-0.076782201,0.121035179,-0.024415661,-0.120126462,0.05967549686910565,-0.03619752118038631,-0.07677303599024944,0.12103554283053883,-0.024417407128742564,-0.12011851631359541,2.3571343433503866e-05,0.00910775770755018,-0.0017742854354716453,0.00012653747539601023,-1.6450348397440556e-05,-2.258495123697022e-08,0.6019302808392443,-0.16727387474241195,0.5058117744710631,0.6019197413967123,-0.16726933636173863,0.505872393780201
1.925,-0.467197595,0.293786505,-1.618244324,-0.985056475,0.571010652,0.903110966,-0.46719807703370825,0.29370141940623773,-1.61822396617832,-0.9850628283766699,0.5710123858136167,0.9031107619685074,0.059677027,-0.036158369,-0.076775918,0.121053575,-0.024407765,-0.120142625,0.059678253547170504,-0.03618845276403711,-0.07676674431344153,0.12105388015369445,-0.02440952766011872,-0.12013467483894041,2.3672427412607666e-05,0.009110234656966726,-0.00177540471933324,0.00012645722600862497,-1.6456806107418426e-05,-2.3918406997225395e-08,0.6019301513308943,-0.16722366465513658,0.5058118527433408,0.6019196109085274,-0.16721912387165958,0.5058724929907483
1.926,-0.467137917,0.293750351,-1.618321097,-0.984935412,0.570986248,0.902990815,-0.4671383960233092,0.2936652400230273,-1.6183007266337965,-0.984941756156336,0.5709879841700989,0.9029906111285966,0.0596798,-0.036149303,-0.076769636,0.121071974,-0.024399866,-0.120158791,0.05968101039904834,-0.036179383210412204,-0.07676045547646858,0.1210722203339895,-0.02440164351779674,-0.12015083991081443,2.3694349951669524e-05,0.009112701905516496,-0.0017765176727742027,0.00012639045873971688,-1.6472942090723156e-05,-2.4472924567975374e-08,0.6019300217074424,-0.16717345507888207,0.5058119309134347,0.6019194804439396,-0.16716891143288146,0.5058725921664922
1.927,-0.467078236,0.293714206,-1.618397863,-0.984814331,0.570961852,0.902870649,-0.46707871225597264,0.29362906971049485,-1.61837748080333,-0.9848206655924611,0.5709635904145038,0.9028704441183606,0.059682573,-0.036140237,-0.076763357,0.121090375,-0.024391962,-0.120174961,0.059683767336581095,-0.03617031253247162,-0.07675416953336774,0.121090563874921,-0.0243937555950267,-0.12016701023601338,2.373886564405181e-05,0.009115139599945171,-0.0017775751997162192,0.0001263140993784384,-1.6487347524584556e-05,-2.141620063400577e-08,0.6019298922355277,-0.16712324547363763,0.5058120093795132,0.6019193500029878,-0.1671186990455206,0.5058726913067942
1.928,-0.467018552,0.29367807,-1.618474623,-0.984693231,0.570937464,0.902750466,-0.46701902573154275,0.29359290846979486,-1.6184542286896066,-0.9846995566823252,0.5709392045506001,0.9027502609412305,0.059685347,-0.036131171,-0.07675708,0.12110878,-0.024384055,-0.120191133,0.059686524429906886,-0.03616124069999471,-0.07674788627661741,0.12110891013582138,-0.024385863903770812,-0.12018317713017651,2.3824556139445674e-05,0.009117547020410094,-0.0017786444055900574,0.00012625337486285582,-1.6501054115528394e-05,-2.1293277319145474e-08,0.6019297628159046,-0.1670730356978765,0.505812087808934,0.6019192195857158,-0.1670684867097082,0.5058727904110187
1.929,-0.466958865,0.293641944,-1.618551377,-0.984572113,0.570913084,0.902630266,-0.46695933644987875,0.29355675630204764,-1.618530970295433,-0.9845784294226961,0.5709148265822994,0.902630061593613,0.05968812,-0.036122104,-0.076750806,0.121127188,-0.024376144,-0.120207309,0.059689281664026254,-0.03615216774719917,-0.07674160582624774,0.12112725962908626,-0.024377968300726905,-0.12019934761736985,2.3911707349583144e-05,0.009120044739218264,-0.0017797391453997502,0.00012618519574961184,-1.651367263112366e-05,-2.369144962877107e-08,0.6019296335339018,-0.16702282588767278,0.505812165474954,0.6019190891921757,-0.1670182744255322,0.505872889478564
1.93,-0.466899176,0.293605826,-1.618628125,-0.984450977,0.570888712,0.902510051,-0.4668996444108299,0.2935206132084241,-1.6186077056236008,-0.9844572838104155,0.5708904565136586,0.9025098460663386,0.059690895,-0.036113037,-0.076744534,0.121145598,-0.024368229,-0.120223488,0.05969203904884933,-0.03614309362353119,-0.07673532816778024,0.12114561228064741,-0.02437006864088679,-0.12021552727450968,2.3960105998005465e-05,0.00912241162821556,-0.0017808434274597662,0.00012610764701675992,-1.65253161419094e-05,-2.205705477043018e-08,0.6019295039050543,-0.1669726164856775,0.5058122436036578,0.6019189588224272,-0.16696806219307236,0.5058729885088039
1.931,-0.466839483,0.293569718,-1.618704866,-0.984329822,0.570864347,0.902389819,-0.46683994961426706,0.29348447918998355,-1.6186844346770102,-0.9843361198425522,0.570866094348829,0.9023896143594337,0.059693669,-0.03610397,-0.076738265,0.121164012,-0.024360311,-0.12023967,0.05969479656282801,-0.03613401844055671,-0.07672905340935378,0.12116396786327617,-0.024362164829622963,-0.12023170690485041,2.411017014564143e-05,0.009124849812777308,-0.0017818912895315453,0.00012604512449243543,-1.6546573478139204e-05,-2.312591282360721e-08,0.6019293748273183,-0.16692240656213667,0.5058123214692307,0.6019188284764725,-0.16691785001240872,0.505873087501114
1.932,-0.466779788,0.293533618,-1.618781602,-0.984208649,0.570839991,0.902269572,-0.4667802520599678,0.2934483542478952,-1.618761157458331,-0.9842149375161741,0.570841740090791,0.9022693664669387,0.059696444,-0.036094902,-0.076731998,0.121182429,-0.024352388,-0.120255856,0.05969755429922994,-0.03612494208833275,-0.07672278132074624,0.12118232637810655,-0.024354258037939284,-0.12024789249494942,2.4200012185421338e-05,0.009127176977132001,-0.0017830302015930943,0.0001259755672671503,-1.6555888940169433e-05,-2.048122000108951e-08,0.6019292452300844,-0.1668721968801281,0.5058123994148898,0.6019186981543878,-0.16686763788368913,0.50587318645483
1.933,-0.46672009,0.293497528,-1.61885833,-0.984087457,0.570815643,0.902149308,-0.4667205517478038,0.29341223838316,-1.6188378739706197,-0.9840937368280754,0.5708173937439994,0.9021491023908594,0.059699219,-0.036085834,-0.076725733,0.121200848,-0.024344462,-0.120272044,0.05970031216400166,-0.03611586473522358,-0.07671651228889927,0.12120068809860463,-0.024346346791610154,-0.12026407607928497,2.4311500349399884e-05,0.009129576388472865,-0.0017840137280251689,0.00012591636429953867,-1.6565044189325445e-05,-2.060623539579258e-08,0.601929116190051,-0.16682198728603853,0.5058124776111771,0.6019185678561583,-0.16681742580693698,0.5058732853693433
1.934,-0.46666039,0.293461447,-1.618935053,-0.983966247,0.570791302,0.902029027,-0.4666608486775839,0.2933761315969693,-1.6189145842164265,-0.9839725177753323,0.5707930553126861,0.902028822127398,0.059701994,-0.036076765,-0.07671947,0.121219271,-0.024336531,-0.120288236,0.05970307021988993,-0.036106786190727096,-0.07671024580687812,0.12121905274304184,-0.02433843131334291,-0.12028026346146695,2.434336059287112e-05,0.00913196411761144,-0.0017850897758240336,0.00012585202056289435,-1.65829701900249e-05,-2.3185276661896745e-08,0.601928986789616,-0.16677177817760874,0.5058125551480565,0.6019184375818784,-0.16676721378223106,0.5058733842441094
1.935,-0.466600686,0.293425374,-1.619011769,-0.983845019,0.57076697,0.901908731,-0.4666011428492121,0.2933400338904179,-1.6189912881986106,-0.9838512803546011,0.5707687248003905,0.9019085256668298,0.059704769,-0.036067696,-0.076713211,0.121237696,-0.024328597,-0.120304431,0.05970582837179917,-0.03609770655140237,-0.07670398218415224,0.12123742073120626,-0.024330512295583966,-0.12029646056817771,2.4497485229257876e-05,0.00913422198625835,-0.001786125164724206,0.00012577762961016314,-1.6590356113538318e-05,-2.163503505014929e-08,0.6019288575493966,-0.16672156828360113,0.5058126336634295,0.6019183073315877,-0.16671700180970675,0.5058734830785078
1.936,-0.46654098,0.293389311,-1.619088479,-0.983723772,0.570742645,0.901788419,-0.46654143426245664,0.2933039452645492,-1.6190679859199262,-0.9837300245633176,0.570744402211486,0.9017882130093768,0.059707545,-0.036058627,-0.076706953,0.121256124,-0.024320659,-0.120320629,0.05970858675547503,-0.03608862586869102,-0.07669772131552177,0.12125579128352386,-0.02432258890445485,-0.12031265745297487,2.459113616445907e-05,0.009136550918896341,-0.0017871533575548604,0.00012571669930316887,-1.660716263244058e-05,-1.9751892667008147e-08,0.6019287283541543,-0.1666713589888885,0.5058127114711792,0.6019181771053015,-0.16666678988939793,0.5058735818719621
1.937,-0.466481271,0.293353257,-1.619165183,-0.983602506,0.570718328,0.90166809,-0.46648172291715023,0.2932678657204597,-1.6191446773831029,-0.983608750398468,0.5707200875494635,0.9016678841556109,0.059710321,-0.036049557,-0.076700698,0.121274556,-0.024312717,-0.12033683,0.05971134530641378,-0.036079544089504194,-0.07669146317671524,0.12127416484965374,-0.024314662022543388,-0.12032885376589689,2.4705586749995678e-05,0.009138869744110822,-0.0017882065243279843,0.00012567027005191966,-1.6622983362954424e-05,-2.0565560980845272e-08,0.6019285992119079,-0.16662114953119614,0.5058127892488092,0.6019180469030694,-0.16661657802143132,0.5058736806238675
1.938,-0.46642156,0.293317212,-1.619241881,-0.983481222,0.570694019,0.901547745,-0.46642200881316,0.2932317952592145,-1.619221362591019,-0.9834874578564693,0.5706957808180322,0.9015475390995484,0.059713098,-0.036040487,-0.076694445,0.12129299,-0.024304772,-0.120353035,0.05971410399024398,-0.036070461245229585,-0.07668520791606326,0.12129254199868895,-0.024306731431307124,-0.12034505606254282,2.4761511117354917e-05,0.009141158983140968,-0.0017892660614666767,0.00012561313200820656,-1.66384646677481e-05,-2.061364184124951e-08,0.6019284698826656,-0.1665709405683825,0.5058128668821974,0.601917916724947,-0.16656636620589046,0.5058737793336525
1.939,-0.466361845,0.293281176,-1.619318572,-0.98335992,0.570669719,0.901427384,-0.4663622919503846,0.29319573388184716,-1.6192980415465794,-0.983366146933909,0.5706714820209621,0.9014271778370644,0.059715875,-0.036031416,-0.076688195,0.121311427,-0.024296822,-0.120369243,0.05971686277539871,-0.03606137736731721,-0.0766789555603161,0.121310922560312,-0.02429879707011438,-0.12036126248409518,2.4939530484935357e-05,0.009143439161625466,-0.0017902673085945509,0.00012554755755495028,-1.6642674563898535e-05,-1.9952465549755152e-08,0.6019283408726187,-0.16652073090330852,0.5058129448844012,0.6019177865709628,-0.1665161544428778,0.5058738780007375
1.94,-0.466302128,0.293245149,-1.619395257,-0.9832386,0.570645426,0.901307006,-0.4663025723285802,0.2931596815894492,-1.6193747142524462,-0.9832448176281041,0.5706471911629374,0.9013068003663184,0.059718652,-0.036022346,-0.076681947,0.121329867,-0.024288869,-0.120385453,0.05971962180437754,-0.036052292397965764,-0.07667270586681081,0.12132930580490263,-0.024290858024713816,-0.12037747074600473,2.5036770469888392e-05,0.009145669014391927,-0.0017912779353406183,0.00012547495227782646,-1.6657117016819628e-05,-2.1679274707642168e-08,0.6019282116758093,-0.1664705218159214,0.5058130226795745,0.6019176564411657,-0.16646594273240212,0.5058739766245907
1.941,-0.466242408,0.293209131,-1.619471936,-0.983117261,0.570621141,0.901186613,-0.46624284994756043,0.2931236383830572,-1.6194513807113535,-0.9831234699363306,0.5706229082476257,0.9011864066800973,0.059721429,-0.036013274,-0.076675701,0.121348311,-0.024280912,-0.120401667,0.059722381019759255,-0.03604320639202369,-0.07666645890746374,0.12134769177351339,-0.02428291531168434,-0.12039368622108805,2.5154360858564706e-05,0.00914790953475339,-0.0017922965723025097,0.00012541717958586274,-1.6670820414666637e-05,-1.9502604802212945e-08,0.6019280825323257,-0.16642031256890547,0.5058131004475139,0.6019175263355769,-0.16641573107457722,0.5058740752046215
1.942,-0.466182685,0.293173123,-1.619548609,-0.982995903,0.570596864,0.901066203,-0.46618312480715074,0.29308760426370895,-1.6195280409260855,-0.983002103855537,0.5705986332788252,0.9010659967796013,0.059724207,-0.036004203,-0.076669458,0.121366757,-0.02427295,-0.120417884,0.05972514040970152,-0.036034119348297484,-0.07666021473198155,0.12136608079355414,-0.024274968800519377,-0.12040990049595826,2.5312521045040004e-05,0.009150200595053198,-0.0017933382014538868,0.00012536952363256804,-1.668338799256687e-05,-2.001912740023932e-08,0.6019279536010547,-0.1663701032430428,0.505813177576474,0.6019173962542318,-0.1663655194694914,0.5058741737402621
1.943,-0.466122959,0.293137123,-1.619625275,-0.982874527,0.570572595,0.900945777,-0.4661233969071762,0.29305157923246317,-1.6196046948994902,-0.9828807193823034,0.5705743662605218,0.9009455706596686,0.059726985,-0.035995131,-0.076663217,0.121385206,-0.024264985,-0.120434105,0.059727899974532025,-0.03602503124577741,-0.07665397340471435,0.12138447323359026,-0.024267018303381016,-0.12042611993273714,2.5491226978285875e-05,0.009152381669231546,-0.0017943055653513174,0.0001253131788868933,-1.6695953527592552e-05,-1.9784386898757978e-08,0.601927824663902,-0.16631989382138138,0.5058132556253847,0.6019172661971847,-0.1663153079171937,0.5058742722309583
1.944,-0.466063231,0.293101132,-1.619701935,-0.982753133,0.570548334,0.900825335,-0.4660636662473992,0.29301556329036055,-1.619681342634232,-0.9827593165138047,0.5705501071964834,0.9008251283174066,0.059729763,-0.035986058,-0.076656979,0.121403658,-0.024257017,-0.120450328,0.05973065977699608,-0.03601594210262485,-0.07664773474178622,0.12140286849874449,-0.02425906403845681,-0.12044234226206915,2.5589199996178813e-05,0.009154553016440803,-0.0017952973928525573,0.00012524927860418922,-1.6708445604717015e-05,-1.8811254347550526e-08,0.6019276955405243,-0.1662696848995634,0.5058133335343471,0.6019171361644855,-0.16626509641776113,0.505874370676166
1.945,-0.4660035,0.293065151,-1.619778589,-0.98263172,0.570524081,0.900704876,-0.46600393282764696,0.2929795564384074,-1.619757984133063,-0.9826378952471726,0.5705258560905884,0.9007046697515149,0.059732541,-0.035976986,-0.076650743,0.121422113,-0.024249044,-0.120466555,0.05973341975225067,-0.03600685195312733,-0.07664149883100688,0.12142126663207006,-0.024251105895022676,-0.12045856589174275,2.570771968121721e-05,0.00915677522180941,-0.0017962960588588928,0.00012519767931212789,-1.6719958372735447e-05,-2.0383205041607536e-08,0.6019275666296515,-0.16621947590138794,0.5058134108065401,0.601917006156156,-0.16621488497128853,0.505874469075336
1.946,-0.465943766,0.293029178,-1.619855237,-0.982510288,0.570499836,0.900584402,-0.4659441966477621,0.292943558677643,-1.619834619398765,-0.9825164555791247,0.5705016129468915,0.9005841949546332,0.05973532,-0.035967913,-0.076644509,0.121440571,-0.024241067,-0.120482785,0.05973617988485581,-0.03599776076441995,-0.07663526570198013,0.12143966804794519,-0.024243143696841232,-0.12047479688174385,2.5867079095631684e-05,0.009158887524100129,-0.0017973008671139379,0.00012515748660460457,-1.6731120494569915e-05,-1.791335993761575e-08,0.6019274376136308,-0.16616926666791515,0.5058134886675693,0.6019168761722458,-0.16616467357784323,0.505874567427944
1.947,-0.465884029,0.292993215,-1.619931878,-0.982388839,0.570475599,0.900463911,-0.4658844577075822,0.292907570009017,-1.6199112484342442,-0.9823949975061885,0.5704773777694807,0.9004637039282437,0.0597381,-0.035958839,-0.076638278,0.121459031,-0.024233087,-0.120499017,0.05973894017991362,-0.03598866862599115,-0.07662903547931293,0.12145807293616233,-0.024235177410823715,-0.12049102638946718,2.6067159948767182e-05,0.009161091618118816,-0.0017982455914635764,0.00012508625144672103,-1.6742489395234553e-05,-1.8033573733200508e-08,0.6019273088363604,-0.16611905755672665,0.5058135661116095,0.6019167462127835,-0.16611446223745885,0.5058746657334888
1.948,-0.46582429,0.292957261,-1.620008513,-0.98226737,0.57045137,0.900343404,-0.46582471600680464,0.29287159043361394,-1.6199878712420115,-0.9822735210261119,0.5704531505621173,0.9003431966692019,0.059740879,-0.035949765,-0.076632049,0.121477495,-0.024225103,-0.120515253,0.059741700777567665,-0.03597957540306232,-0.07662280776723321,0.12147648007665157,-0.024227207363373006,-0.12050725904183252,2.616512911321478e-05,0.00916326469985504,-0.0017992003633435782,0.00012505036893487032,-1.6753439486537e-05,-1.7524259142698322e-08,0.6019271800203019,-0.16606884883875264,0.5058136436484182,0.6019166162778204,-0.16606425095022415,0.5058747639914034
1.949,-0.465764548,0.292921316,-1.620085142,-0.982145884,0.570427149,0.90022288,-0.46576497154530955,0.2928356199524678,-1.620064487824816,-0.9821520261352973,0.570428931328935,0.9002226731745441,0.059743659,-0.035940691,-0.076625823,0.121495962,-0.024217115,-0.120531493,0.059744461495071725,-0.03597048114614426,-0.07661658280444876,0.1214948908145512,-0.02421923318230373,-0.1205234946578274,2.6304629520135236e-05,0.009165407676102189,-0.0018001771435343095,0.00012498507684280402,-1.6764198198095798e-05,-1.9391006189639626e-08,0.6019270511113493,-0.1660186400778082,0.5058137209339794,0.6019164863674286,-0.16601403971620948,0.5058748622012231
1.95,-0.465704803,0.292885379,-1.620161765,-0.982024378,0.570402936,0.900102341,-0.46570522432288713,0.2927996585665801,-1.6201410981853803,-0.9820305128309754,0.5704047200739354,0.9001021334367331,0.059746439,-0.035931616,-0.076619599,0.121514432,-0.024209123,-0.120547735,0.05974722242241916,-0.03596138588771348,-0.07661036056420442,0.12151330432184705,-0.024211254999675278,-0.12053973781098978,2.6463840330226418e-05,0.009167441096261802,-0.0018011601423013612,0.00012495197581482986,-1.6774739515985557e-05,-1.708532009536693e-08,0.6019269221709993,-0.16596843103002354,0.5058137989261212,0.601916356481632,-0.16596382853548705,0.5058749603624115
1.951,-0.465645055,0.292849452,-1.620238381,-0.981902855,0.57037873,0.899981785,-0.4656454743393905,0.2927637062768563,-1.6202177023266409,-0.9819089811095122,0.5703805168012733,0.8999815774567553,0.059749219,-0.035922541,-0.076613377,0.121532904,-0.024201127,-0.12056398,0.05974998349658968,-0.03595228972380615,-0.07660414126046679,0.12153172146326051,-0.024203272662070494,-0.12055597997768762,2.6644007260906433e-05,0.009169546790496752,-0.0018020657012671748,0.0001248872637235332,-1.679518169859888e-05,-1.7372050886699263e-08,0.6019267934698111,-0.1659182221888196,0.5058138764398302,0.6019162266204566,-0.16591361740808178,0.5058750584745046
1.952,-0.465585304,0.292813534,-1.620314991,-0.981781313,0.570354533,0.899861213,-0.4655857215945317,0.29272776308433385,-1.6202943002510888,-0.981787430968578,0.570356321513716,0.8998610052310578,0.059752,-0.035913466,-0.076607158,0.12155138,-0.024193127,-0.120580229,0.05975274485882796,-0.035943192522418094,-0.07659792444799483,0.1215501409341513,-0.024195287557346908,-0.12057222569752497,2.6862276614053604e-05,0.009171622014975817,-0.0018029967449875173,0.00012483750325675835,-1.6804858485602522e-05,-1.6957371515857736e-08,0.6019266648227918,-0.16586801311616445,0.5058139539986098,0.6019160967839533,-0.16586340633416738,0.505875156536918
1.953,-0.465525551,0.292777625,-1.620391596,-0.981659752,0.570330344,0.899740624,-0.46552596608804925,0.29269182899000545,-1.620370891961381,-0.9816658624053365,0.5703321342152707,0.8997404167571702,0.059754781,-0.03590439,-0.076600941,0.121569858,-0.024185124,-0.120596481,0.059755506482441254,-0.03593409432837831,-0.07659171029227681,0.12156856324150148,-0.024187298445221786,-0.12058847388762668,2.6999156101520372e-05,0.00917368756701939,-0.0018040144130806457,0.00012479762372685776,-1.681493009602318e-05,-1.8840500507488768e-08,0.6019265358910836,-0.16581780440897537,0.5058140310907654,0.6019159669721696,-0.1658131953137873,0.5058752545491587
1.954,-0.465465795,0.292741725,-1.620468193,-0.981538173,0.570306163,0.89962002,-0.46546620781982156,0.2926559039947709,-1.620447477460538,-0.9815442754160557,0.570307954910229,0.8996198120266158,0.059757563,-0.035895314,-0.076594726,0.121588339,-0.024177116,-0.120612735,0.0597582682276842,-0.0359249952345243,-0.0765854991569279,0.12158698928081166,-0.02417930504170828,-0.12060473055438672,2.7177428470887e-05,0.009175725213394076,-0.0018048726461163955,0.00012474775949064543,-1.682458143562396e-05,-1.643549651930698e-08,0.6019264072864968,-0.16576759578193428,0.5058141089463591,0.6019158371851183,-0.165762984346959,0.5058753525107481
1.955,-0.465406036,0.292705835,-1.620544785,-0.981416575,0.57028199,0.899499399,-0.4654064467895907,0.29261998809965334,-1.6205240567510288,-0.9814226699981342,0.570283783602505,0.8994991910416383,0.059760344,-0.035886237,-0.076588514,0.121606823,-0.024169105,-0.120628993,0.05976103023086269,-0.03591589511759167,-0.07657929049086047,0.12160541792146605,-0.0241713077240033,-0.12062098497742609,2.735434181388996e-05,0.009177852386502011,-0.0018058360639330306,0.00012471011975187518,-1.6834663047974457e-05,-1.6766720987160226e-08,0.601926278722146,-0.16571738699993308,0.5058141857244964,0.6019157074228672,-0.16571277343376842,0.5058754504212264
1.956,-0.465346274,0.292669953,-1.62062137,-0.981294959,0.570257825,0.899378762,-0.4653466829971713,0.29258408130565194,-1.6206006298356355,-0.9813010461481333,0.5702596202962503,0.8993785537975377,0.059763126,-0.03587716,-0.076582304,0.121625311,-0.02416109,-0.120645254,0.059763792419372054,-0.035906794001408206,-0.07657308460665838,0.12162385000088863,-0.024163306254694254,-0.12063724410059315,2.757132968864151e-05,0.009179849462968015,-0.001806723442633773,0.00012466496088928136,-1.684483515615974e-05,-1.6184565735377666e-08,0.6019261501530726,-0.16566717813297388,0.5058142634316957,0.6019155776854745,-0.1656625625742515,0.5058755482801194
1.957,-0.465286509,0.29263408,-1.62069795,-0.981173325,0.570233668,0.899258108,-0.46528691644230113,0.292548183613735,-1.6206771967169626,-0.9811794038632282,0.5702354649953644,0.8992579002922627,0.059765909,-0.035868083,-0.076576097,0.121643801,-0.024153071,-0.120661519,0.05976655487017761,-0.03589769191689904,-0.07656688132725573,0.12164228490513151,-0.024155300885902436,-0.12065350527506079,2.78268265598014e-05,0.009181816964480144,-0.0018077134069012235,0.0001246094543015941,-1.6855010692786582e-05,-1.797478344056638e-08,0.6019260213920012,-0.16561696908783108,0.5058143405601935,0.6019154479729928,-0.16561235176846548,0.5058756460869638
1.958,-0.465226742,0.292598217,-1.620774523,-0.981051672,0.570209519,0.899137439,-0.4652271471247106,0.2925122950247646,-1.6207537573979165,-0.9810577431405245,0.5702113177038479,0.8991372305183216,0.059768691,-0.035859005,-0.076569892,0.121662294,-0.024145048,-0.120677786,0.059769317590575216,-0.03588858897041849,-0.07656068095375546,0.12166072270374084,-0.02414729151646122,-0.12066977394109714,2.798065955128548e-05,0.009183876931907892,-0.001808624906586065,0.00012456540300898045,-1.6865280248051784e-05,-1.551967713231408e-08,0.6019258928520049,-0.16556676066603032,0.5058144175096214,0.6019153182854108,-0.16556214101641684,0.5058757438412418
1.959,-0.465166972,0.292562362,-1.620851089,-0.98093,0.570185378,0.899016753,-0.46516737504419714,0.29247641553973236,-1.6208303118811467,-0.9809360639769827,0.5701871784257169,0.8990165444776373,0.059771474,-0.035849927,-0.076563689,0.12168079,-0.024137021,-0.120694056,0.0597720805134332,-0.035879485032257095,-0.0765544832302258,0.12167916354183074,-0.024139278131065523,-0.12068604068424081,2.817415104883203e-05,0.009185806671908048,-0.001809461824659131,0.00012453245599397533,-1.6875691635708304e-05,-1.565817293713852e-08,0.6019257643810043,-0.1655165521069307,0.5058144955051772,0.6019151886227831,-0.16551193031817665,0.5058758415424888
1.96,-0.465107199,0.292526517,-1.62092765,-0.98080831,0.570161245,0.898896051,-0.46510760020053415,0.2924405451595924,-1.620906860169219,-0.9808143663695116,0.5701630471648483,0.8988958421663481,0.059774258,-0.035840849,-0.076557489,0.121699288,-0.024128991,-0.12071033,0.059774843662959855,-0.0358703801399456,-0.07654828807225077,0.12169760747113478,-0.024131260868546424,-0.12070231128924593,2.840679421564629e-05,0.009187806839671409,-0.0018104013064783597,0.0001244884479617292,-1.6886714210311363e-05,-1.4995904545900274e-08,0.6019256358771865,-0.1654663434519389,0.5058145723119861,0.601915058985179,-0.1654617196738144,0.5058759391902972
1.961,-0.465047423,0.292490681,-1.621004204,-0.980686602,0.57013712,0.898775332,-0.4650478225934685,0.29240468388527235,-1.6209834022648955,-0.9806926503150866,0.570138923925141,0.8987751235823641,0.059777041,-0.03583177,-0.076551291,0.12171779,-0.024120956,-0.120726607,0.059777607065673144,-0.03586127432001308,-0.0765420956765923,0.12171605442497983,-0.02412323970736986,-0.12071858398398239,2.8638033385264272e-05,0.009189797873023625,-0.0018112639828780086,0.00012443745177131982,-1.689739772437783e-05,-1.6588373626946728e-08,0.6019255075280066,-0.16541613479591352,0.5058146494391521,0.6019149293726304,-0.16541150908336688,0.5058760367841824
1.962,-0.464987645,0.292454853,-1.621080753,-0.980564874,0.570113003,0.898654598,-0.4649880422227043,0.2923688317177601,-1.6210599381706892,-0.9805709158111245,0.5701148087103642,0.8986543887190215,0.059779825,-0.035822691,-0.076545096,0.121736295,-0.024112918,-0.120742886,0.059780370764205,-0.035852167512205206,-0.07653590579366727,0.12173450396201231,-0.024115214776749695,-0.12073486334266181,2.8806986328566708e-05,0.009191658468093167,-0.0018122296461895449,0.00012441829846562835,-1.6908715267485372e-05,-1.3969651413425787e-08,0.6019253788096941,-0.16536592637848005,0.5058147268333929,0.6019147997851958,-0.16536129854690698,0.5058761343236753
1.963,-0.464927864,0.292419035,-1.621157295,-0.980443129,0.570088894,0.898533846,-0.4649282590881247,0.29233298865783985,-1.6211364678896811,-0.980449162853615,0.5700907015246274,0.8985336375776822,0.059782609,-0.035813612,-0.076538903,0.121754802,-0.024104876,-0.120759169,0.05978313457960299,-0.035843059920282444,-0.07652971899201758,0.12175295750946687,-0.02410718573685329,-0.12075114133923694,2.8997220406223878e-05,0.009193592621662833,-0.0018131129532237278,0.00012436605336793582,-1.6920377847529436e-05,-1.6945907831411627e-08,0.6019252503317781,-0.16531571809623752,0.5058148038222376,0.6019146702228781,-0.16531108806444422,0.5058762318083627
1.964,-0.46486808,0.292383226,-1.62123383,-0.980321365,0.570064793,0.898413079,-0.4648684731894837,0.2922971547064331,-1.6212129914245155,-0.9803273914397858,0.5700666023716834,0.898412870148406,0.059785394,-0.035804532,-0.076532712,0.121773313,-0.02409683,-0.120775455,0.0597858986409761,-0.035833951406768046,-0.076523534834429,0.12177141382932055,-0.024099152944033787,-0.12076742927628169,2.9226128847315014e-05,0.009195517492052302,-0.001813920687897319,0.00012432713707399845,-1.693224481680647e-05,-1.550311540809981e-08,0.6019251220822217,-0.16526550976065119,0.5058148812485792,0.6019145406857085,-0.16526087763605687,0.5058763292377779
1.965,-0.464808293,0.292347426,-1.62131036,-0.980199582,0.5700407,0.898292296,-0.46480868452649043,0.2922613298645212,-1.6212895087776231,-0.9802056015669672,0.5700425112551228,0.8982920864312703,0.059788179,-0.035795451,-0.076526524,0.121791826,-0.02408878,-0.120791744,0.05978866299325898,-0.03582484191187305,-0.07651735310757936,0.12178987281854783,-0.02409111656052501,-0.12078371713565018,2.947278386539187e-05,0.009197431785344101,-0.0018148320688853303,0.00012429770224872683,-1.6944270966349692e-05,-1.344295887606429e-08,0.6019249937146786,-0.16521530119884456,0.505814958216996,0.6019144111737638,-0.16521066726183822,0.5058764266114913
